2009-09-29T04:59:00Z,Embassy Madrid,"EAID, ECON, OEXC, OSCI, PREL, SCUL, SENV, SOCI, TNGD, SP"
2009-09-28T05:16:00Z,Embassy Madrid,"EAIR, ECON, EFIN, EIND, EINV, ELAB, ENRG, SP"
2009-09-25T11:06:00Z,Embassy Madrid,"KGHG, SENV, ENRG, TRGY, EUN, SP"
2009-09-24T16:51:00Z,Secretary of State,"ETTC, KOMC, SP"
2009-09-24T14:36:00Z,Embassy Beirut,"PGOV, KDEM, KPKO, MARR, PINR, PINS, SY, IT, SP, LE"
2009-09-24T08:15:00Z,Embassy Madrid,"EAID, EAGR, PREF, ET, SO, KE, SP"
2009-09-24T08:14:00Z,Embassy Madrid,"EZ, MARR, PREL, SP"
2009-09-22T14:11:00Z,Embassy Madrid,"PREL, PGOV, SP"
2009-09-22T10:47:00Z,Embassy Madrid,"EAIR, ECON, SP"
2009-09-22T10:01:00Z,Embassy Madrid,"KCFE, PARM, PREL, NATO, SP, RS"
2009-09-21T13:02:00Z,Embassy Madrid,"PREL, UNGA, SP"
2009-09-18T15:44:00Z,Embassy Madrid,"ECON, EIND, EINV, ELAB, ENRG, EPET, KIPR, SP"
2009-09-18T14:49:00Z,Embassy Budapest,"PREL, PHUM, ENRG, EPET, BE, SP, SR, KV, HU"
2009-09-18T14:49:00Z,Embassy Budapest,"PREL, PHUM, ENRG, EPET, BE, SP, SR, KV, HU"
2009-09-18T10:08:00Z,Embassy Stockholm,"PARM, PREL, XT, XM, RS, CO, VE, SW, SP"
2009-09-16T15:52:00Z,Secretary of State,"ETTC, KOMC, SP"
2009-09-15T09:50:00Z,Embassy Madrid,"PGOV, PREL, EAID, AF, SP"
2009-09-14T17:21:00Z,Embassy Madrid,"PREL, PGOV, SP"
2009-09-14T07:00:00Z,Embassy Madrid,"EAGR, EAID, ETRD, UNGA, SP"
2009-09-12T08:30:00Z,Embassy Madrid,"ECON, EIND, EINV, ELAB, ENRG, KGHG, SP"
2009-09-11T13:19:00Z,Embassy Madrid,"PHUM, PREL, SP, EU"
2009-09-10T14:46:00Z,Embassy Berlin,"ETTC, PGOV, PINR, MCAP, PREL, TSPAM, JP, FR, SP, UK,"
2009-09-10T04:49:00Z,Embassy Madrid,"ETTC, KOMC, SP"
2009-09-05T09:56:00Z,Embassy Madrid,"ECON, EINV, ELAB, ENRG, SP"
2009-09-04T19:11:00Z,Secretary of State,"ETTC, KOMC, SP, ID"
2009-09-04T14:00:00Z,Embassy Warsaw,"EAGR, ECON, ETRD, EUN, TBIO, SP"
2009-09-04T10:06:00Z,Embassy Madrid,"PHUM, PREL, SP, EU"
2009-09-03T17:05:00Z,Embassy Santiago,"PGOV, PTER, PREL, SOCI, CI, CO, SP"
2009-09-01T12:10:00Z,Secretary of State,"ETTC, KOMC, KZ, SP"
2009-08-31T14:20:00Z,Embassy Madrid,"PREL, PINR, KCRM, KCOR, KJUS, SP, RS, GG, UP"
2009-08-31T13:49:00Z,Embassy Madrid,"PREL, PINR, KCRM, KCOR, KJUS, SP, RS, GG, UP"
2009-08-28T05:04:00Z,Embassy Madrid,"MARR, PREL, SP"
2009-08-25T04:37:00Z,Embassy Stockholm,"PARM, PREL, XT, XM, RS, CO, VE, SW, SP"
2009-08-22T09:36:00Z,Embassy Madrid,"EAIR, ECON, EFIN, EINV, ELAB, ETRD, KFLU, SP"
2009-08-21T14:09:00Z,Embassy Madrid,"MTCRE, PARM, PREL, MNUC, ETTC, KSCA, TSPA, SP"
2009-08-21T14:09:00Z,Embassy Madrid,"AORC, PREL, PARM, KNNP, IAEA, EG, IS, SP"
2009-08-20T13:59:00Z,Embassy Madrid,"PARM, PREL, PTER, KGIC, SP"
2009-08-20T13:10:00Z,Embassy Madrid,"EFIN, PGOV, PREL, SP, IR"
2009-08-20T10:09:00Z,Embassy Madrid,"KDEM, PGOV, PREL, SP"
2009-08-19T09:50:00Z,Embassy Madrid,"PARM, PREL, KBIO, XT, XM, RS, CO, VE, SW, SP"
2009-08-19T08:36:00Z,Embassy Madrid,"PHUM, PREL, PGOV, BM, SP"
2009-08-18T14:16:00Z,Embassy Madrid,"EFIN, SP, AN"
2009-08-18T10:59:00Z,Embassy Kabul,"PGOV, PREL, PTER, KDEM, AF, SP"
2009-08-17T05:07:00Z,Embassy Madrid,"PGOV, SOCI, KWMN, SP"
2009-08-14T14:52:00Z,Embassy Madrid,"ECON, PREL, KMPI, KPAO, KDEM, PGOV, PHUM, SP"
2009-08-14T10:36:00Z,Embassy Madrid,"PREL UNESCO, SP"
2009-08-12T11:07:00Z,Embassy Madrid,"PINR, SCUL, KWMN, SP"
2009-08-10T20:32:00Z,Secretary of State,"PARM, PREL, XT, XM, RS, CO, VE, SW, SP"
2009-08-10T07:12:00Z,Embassy Madrid,"EINV, EFIN, ECON, PGOV, PREL, SP"
2009-08-05T14:04:00Z,Secretary of State,"ETTC, KOMC, SP"
2009-08-05T13:56:00Z,Secretary of State,"BB, EC, ETTC, KOMC, SP, UK"
2009-08-05T12:21:00Z,Embassy Madrid,"EFIN, SP, AN"
2009-08-05T10:26:00Z,Embassy Madrid,"EAID, KPKO, PGOV, PREL, PTER, SO, SP"
2009-08-03T15:00:00Z,Embassy Madrid,"PHUM, UN, SP"
2009-08-03T06:37:00Z,Embassy Madrid,"ETTC, KOMC, SP"
2009-08-03T06:36:00Z,Embassy Madrid,"ECON, EINV, ELAB, SP"
2009-08-03T06:36:00Z,Embassy Madrid,"PINR, PINS, PREL, PTER, SP"
2009-08-03T06:36:00Z,Embassy Madrid,"PINR, PINS, PREL, PTER, SP"
2009-07-31T20:33:00Z,Secretary of State,"PINR, SCUL, BE, FR, GM, IT, NL, SP, UK"
2009-07-24T13:58:00Z,Embassy Madrid,"PHUM, PREL, SP, EU"
2009-07-24T08:05:00Z,Embassy Madrid,"TBIO, KFLU, ECON, PREL, SOCI, CASC, EAGR, CH, FR, SP"
2009-07-22T11:37:00Z,Embassy Madrid,"PREL, PGOV, PTER, PHUM, MOPS, KAWK, KISL, KPAO, SP"
2009-07-21T14:18:00Z,Embassy Madrid,"PREL, OTRA, OVIP, KSEP, CVIS, UNGA, SP"
2009-07-21T14:11:00Z,Embassy Madrid,"PGOV, PREL, SP, EU"
2009-07-21T14:04:00Z,Embassy Madrid,"ECON, ELAB, ETRD, PGOV, SP"
2009-07-20T18:48:00Z,Secretary of State,"ETTC, KOMC, SP"
2009-07-20T05:10:00Z,Embassy Madrid,"ETTC, KOMC, SP"
2009-07-17T12:38:00Z,Embassy Madrid,"ECON, EFIN, EINV, EAIR, SP"
2009-07-15T05:36:00Z,Embassy Madrid,"PINR, PINS, PREL, PTER, SP, FR"
2009-07-13T08:49:00Z,Embassy Tripoli,"PREL, PGOV, SO, SP, AU-1, LY"
2009-07-10T11:06:00Z,Embassy Madrid,"ECON, EFIN, EIND, EINV, ENRG, EWWT, SP"
2009-07-09T15:16:00Z,Secretary of State,"TSPA, FR, SP, AIN"
2009-07-09T05:45:00Z,Embassy Madrid,"PREL, PINS, PTER, PINR, KHLS, KCIP, KCRM, SP, PGOV"
2009-07-08T14:49:00Z,Embassy Madrid,"PREL, PTER, KHLS, SP, PGOV"
2009-07-06T11:21:00Z,UNVIE,"AORC, PREL, KNNP, IAEA, SP, JA, SI, SF, BE"
2009-07-02T21:33:00Z,Secretary of State,"EWWT, BEXP, ECON, EFIN, ETRD, PM, SP, FR, IT"
2009-07-02T16:13:00Z,Embassy Madrid,"ECON, EFIN, EIND, EINV, ELAB, ENRG, KFLU, SP"
